"Town","FIPS","Year","Crime Type","Measure Type","Variable","Value"
"Sterling","0901573420",2013,"Arson","Number","Crime Index",0
"Sterling","0901573420",2013,"Arson","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2014,"Total Crime","Number","Crime Index",22
"Sterling","0901573420",2014,"Total Crime","Rate (per 100,000)","Crime Index",672.8
"Sterling","0901573420",2014,"Total Violent Crime","Number","Crime Index",0
"Sterling","0901573420",2014,"Total Violent Crime","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2014,"Total Property Crime","Number","Crime Index",22
"Sterling","0901573420",2014,"Total Property Crime","Rate (per 100,000)","Crime Index",672.8
"Sterling","0901573420",2014,"Aggravated Assault","Number","Crime Index",0
"Sterling","0901573420",2014,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2014,"Murder","Number","Crime Index",0
"Sterling","0901573420",2014,"Murder","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2014,"Rape","Number","Crime Index",0
"Sterling","0901573420",2014,"Rape","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2014,"Robbery","Number","Crime Index",0
"Sterling","0901573420",2014,"Robbery","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2014,"Burglary","Number","Crime Index",11
"Sterling","0901573420",2014,"Burglary","Rate (per 100,000)","Crime Index",336.4
"Sterling","0901573420",2014,"Larceny","Number","Crime Index",10
"Sterling","0901573420",2014,"Larceny","Rate (per 100,000)","Crime Index",305.8
"Sterling","0901573420",2014,"Motor Vehicle Theft","Number","Crime Index",1
"Sterling","0901573420",2014,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",30.6
"Sterling","0901573420",2014,"Arson","Number","Crime Index",0
"Sterling","0901573420",2014,"Arson","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2015,"Total Crime","Number","Crime Index",19
"Sterling","0901573420",2015,"Total Crime","Rate (per 100,000)","Crime Index",581.8
"Sterling","0901573420",2015,"Total Violent Crime","Number","Crime Index",1
"Sterling","0901573420",2015,"Total Violent Crime","Rate (per 100,000)","Crime Index",30.6
"Sterling","0901573420",2015,"Total Property Crime","Number","Crime Index",18
"Sterling","0901573420",2015,"Total Property Crime","Rate (per 100,000)","Crime Index",551.1
"Sterling","0901573420",2015,"Aggravated Assault","Number","Crime Index",0
"Sterling","0901573420",2015,"Aggravated Assault","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2015,"Murder","Number","Crime Index",0
"Sterling","0901573420",2015,"Murder","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2015,"Rape","Number","Crime Index",1
"Sterling","0901573420",2015,"Rape","Rate (per 100,000)","Crime Index",30.6
"Sterling","0901573420",2015,"Robbery","Number","Crime Index",0
"Sterling","0901573420",2015,"Robbery","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2015,"Burglary","Number","Crime Index",6
"Sterling","0901573420",2015,"Burglary","Rate (per 100,000)","Crime Index",183.7
"Sterling","0901573420",2015,"Larceny","Number","Crime Index",10
"Sterling","0901573420",2015,"Larceny","Rate (per 100,000)","Crime Index",306.2
"Sterling","0901573420",2015,"Motor Vehicle Theft","Number","Crime Index",2
"Sterling","0901573420",2015,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",61.2
"Sterling","0901573420",2015,"Arson","Number","Crime Index",0
"Sterling","0901573420",2015,"Arson","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2016,"Total Crime","Number","Crime Index",19
"Sterling","0901573420",2016,"Total Crime","Rate (per 100,000)","Crime Index",583.2
"Sterling","0901573420",2016,"Total Violent Crime","Number","Crime Index",5
"Sterling","0901573420",2016,"Total Violent Crime","Rate (per 100,000)","Crime Index",153.5
"Sterling","0901573420",2016,"Total Property Crime","Number","Crime Index",14
"Sterling","0901573420",2016,"Total Property Crime","Rate (per 100,000)","Crime Index",429.7
"Sterling","0901573420",2016,"Aggravated Assault","Number","Crime Index",2
"Sterling","0901573420",2016,"Aggravated Assault","Rate (per 100,000)","Crime Index",61.4
"Sterling","0901573420",2016,"Murder","Number","Crime Index",1
"Sterling","0901573420",2016,"Murder","Rate (per 100,000)","Crime Index",30.7
"Sterling","0901573420",2016,"Rape","Number","Crime Index",2
"Sterling","0901573420",2016,"Rape","Rate (per 100,000)","Crime Index",61.4
"Sterling","0901573420",2016,"Robbery","Number","Crime Index",0
"Sterling","0901573420",2016,"Robbery","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2016,"Burglary","Number","Crime Index",5
"Sterling","0901573420",2016,"Burglary","Rate (per 100,000)","Crime Index",153.5
"Sterling","0901573420",2016,"Larceny","Number","Crime Index",7
"Sterling","0901573420",2016,"Larceny","Rate (per 100,000)","Crime Index",214.9
"Sterling","0901573420",2016,"Motor Vehicle Theft","Number","Crime Index",2
"Sterling","0901573420",2016,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",61.4
"Sterling","0901573420",2016,"Arson","Number","Crime Index",0
"Sterling","0901573420",2016,"Arson","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2017,"Total Crime","Number","Crime Index",22
"Sterling","0901573420",2017,"Total Crime","Rate (per 100,000)","Crime Index",674.2
"Sterling","0901573420",2017,"Total Violent Crime","Number","Crime Index",4
"Sterling","0901573420",2017,"Total Violent Crime","Rate (per 100,000)","Crime Index",122.6
"Sterling","0901573420",2017,"Total Property Crime","Number","Crime Index",18
"Sterling","0901573420",2017,"Total Property Crime","Rate (per 100,000)","Crime Index",551.6
"Sterling","0901573420",2017,"Aggravated Assault","Number","Crime Index",3
"Sterling","0901573420",2017,"Aggravated Assault","Rate (per 100,000)","Crime Index",91.9
"Sterling","0901573420",2017,"Murder","Number","Crime Index",0
"Sterling","0901573420",2017,"Murder","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2017,"Rape","Number","Crime Index",0
"Sterling","0901573420",2017,"Rape","Rate (per 100,000)","Crime Index",0
"Sterling","0901573420",2017,"Robbery","Number","Crime Index",1
"Sterling","0901573420",2017,"Robbery","Rate (per 100,000)","Crime Index",30.6
"Sterling","0901573420",2017,"Burglary","Number","Crime Index",4
"Sterling","0901573420",2017,"Burglary","Rate (per 100,000)","Crime Index",122.6
"Sterling","0901573420",2017,"Larceny","Number","Crime Index",13
"Sterling","0901573420",2017,"Larceny","Rate (per 100,000)","Crime Index",398.4
"Sterling","0901573420",2017,"Motor Vehicle Theft","Number","Crime Index",1
"Sterling","0901573420",2017,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",30.6
"Sterling","0901573420",2017,"Arson","Number","Crime Index",0
"Sterling","0901573420",2017,"Arson","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2010,"Total Crime","Number","Crime Index",274
"Stonington","0901173770",2010,"Total Crime","Rate (per 100,000)","Crime Index",1458.1
"Stonington","0901173770",2010,"Total Violent Crime","Number","Crime Index",8
"Stonington","0901173770",2010,"Total Violent Crime","Rate (per 100,000)","Crime Index",42.6
"Stonington","0901173770",2010,"Total Property Crime","Number","Crime Index",266
"Stonington","0901173770",2010,"Total Property Crime","Rate (per 100,000)","Crime Index",1415.6
"Stonington","0901173770",2010,"Aggravated Assault","Number","Crime Index",2
"Stonington","0901173770",2010,"Aggravated Assault","Rate (per 100,000)","Crime Index",10.6
"Stonington","0901173770",2010,"Murder","Number","Crime Index",0
"Stonington","0901173770",2010,"Murder","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2010,"Rape","Number","Crime Index",1
"Stonington","0901173770",2010,"Rape","Rate (per 100,000)","Crime Index",5.3
"Stonington","0901173770",2010,"Robbery","Number","Crime Index",5
"Stonington","0901173770",2010,"Robbery","Rate (per 100,000)","Crime Index",26.6
"Stonington","0901173770",2010,"Burglary","Number","Crime Index",41
"Stonington","0901173770",2010,"Burglary","Rate (per 100,000)","Crime Index",218.2
"Stonington","0901173770",2010,"Larceny","Number","Crime Index",222
"Stonington","0901173770",2010,"Larceny","Rate (per 100,000)","Crime Index",1181.4
"Stonington","0901173770",2010,"Motor Vehicle Theft","Number","Crime Index",3
"Stonington","0901173770",2010,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",16
"Stonington","0901173770",2010,"Arson","Number","Crime Index",0
"Stonington","0901173770",2010,"Arson","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2011,"Total Crime","Number","Crime Index",330
"Stonington","0901173770",2011,"Total Crime","Rate (per 100,000)","Crime Index",1752.9
"Stonington","0901173770",2011,"Total Violent Crime","Number","Crime Index",12
"Stonington","0901173770",2011,"Total Violent Crime","Rate (per 100,000)","Crime Index",63.7
"Stonington","0901173770",2011,"Total Property Crime","Number","Crime Index",318
"Stonington","0901173770",2011,"Total Property Crime","Rate (per 100,000)","Crime Index",1689.2
"Stonington","0901173770",2011,"Aggravated Assault","Number","Crime Index",4
"Stonington","0901173770",2011,"Aggravated Assault","Rate (per 100,000)","Crime Index",21.2
"Stonington","0901173770",2011,"Murder","Number","Crime Index",0
"Stonington","0901173770",2011,"Murder","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2011,"Rape","Number","Crime Index",5
"Stonington","0901173770",2011,"Rape","Rate (per 100,000)","Crime Index",26.6
"Stonington","0901173770",2011,"Robbery","Number","Crime Index",3
"Stonington","0901173770",2011,"Robbery","Rate (per 100,000)","Crime Index",15.9
"Stonington","0901173770",2011,"Burglary","Number","Crime Index",52
"Stonington","0901173770",2011,"Burglary","Rate (per 100,000)","Crime Index",276.2
"Stonington","0901173770",2011,"Larceny","Number","Crime Index",261
"Stonington","0901173770",2011,"Larceny","Rate (per 100,000)","Crime Index",1386.4
"Stonington","0901173770",2011,"Motor Vehicle Theft","Number","Crime Index",5
"Stonington","0901173770",2011,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",26.6
"Stonington","0901173770",2011,"Arson","Number","Crime Index",0
"Stonington","0901173770",2011,"Arson","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2012,"Total Crime","Number","Crime Index",347
"Stonington","0901173770",2012,"Total Crime","Rate (per 100,000)","Crime Index",1838.2
"Stonington","0901173770",2012,"Total Violent Crime","Number","Crime Index",11
"Stonington","0901173770",2012,"Total Violent Crime","Rate (per 100,000)","Crime Index",58.3
"Stonington","0901173770",2012,"Total Property Crime","Number","Crime Index",336
"Stonington","0901173770",2012,"Total Property Crime","Rate (per 100,000)","Crime Index",1779.9
"Stonington","0901173770",2012,"Aggravated Assault","Number","Crime Index",7
"Stonington","0901173770",2012,"Aggravated Assault","Rate (per 100,000)","Crime Index",37.1
"Stonington","0901173770",2012,"Murder","Number","Crime Index",0
"Stonington","0901173770",2012,"Murder","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2012,"Rape","Number","Crime Index",3
"Stonington","0901173770",2012,"Rape","Rate (per 100,000)","Crime Index",15.9
"Stonington","0901173770",2012,"Robbery","Number","Crime Index",1
"Stonington","0901173770",2012,"Robbery","Rate (per 100,000)","Crime Index",5.3
"Stonington","0901173770",2012,"Burglary","Number","Crime Index",66
"Stonington","0901173770",2012,"Burglary","Rate (per 100,000)","Crime Index",349.6
"Stonington","0901173770",2012,"Larceny","Number","Crime Index",263
"Stonington","0901173770",2012,"Larceny","Rate (per 100,000)","Crime Index",1393.2
"Stonington","0901173770",2012,"Motor Vehicle Theft","Number","Crime Index",7
"Stonington","0901173770",2012,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",37.1
"Stonington","0901173770",2012,"Arson","Number","Crime Index",1
"Stonington","0901173770",2012,"Arson","Rate (per 100,000)","Crime Index",5.3
"Stonington","0901173770",2013,"Total Crime","Number","Crime Index",413
"Stonington","0901173770",2013,"Total Crime","Rate (per 100,000)","Crime Index",2185.2
"Stonington","0901173770",2013,"Total Violent Crime","Number","Crime Index",9
"Stonington","0901173770",2013,"Total Violent Crime","Rate (per 100,000)","Crime Index",47.6
"Stonington","0901173770",2013,"Total Property Crime","Number","Crime Index",404
"Stonington","0901173770",2013,"Total Property Crime","Rate (per 100,000)","Crime Index",2137.6
"Stonington","0901173770",2013,"Aggravated Assault","Number","Crime Index",4
"Stonington","0901173770",2013,"Aggravated Assault","Rate (per 100,000)","Crime Index",21.2
"Stonington","0901173770",2013,"Murder","Number","Crime Index",0
"Stonington","0901173770",2013,"Murder","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2013,"Rape","Number","Crime Index",3
"Stonington","0901173770",2013,"Rape","Rate (per 100,000)","Crime Index",15.9
"Stonington","0901173770",2013,"Robbery","Number","Crime Index",2
"Stonington","0901173770",2013,"Robbery","Rate (per 100,000)","Crime Index",10.6
"Stonington","0901173770",2013,"Burglary","Number","Crime Index",92
"Stonington","0901173770",2013,"Burglary","Rate (per 100,000)","Crime Index",486.8
"Stonington","0901173770",2013,"Larceny","Number","Crime Index",304
"Stonington","0901173770",2013,"Larceny","Rate (per 100,000)","Crime Index",1608.5
"Stonington","0901173770",2013,"Motor Vehicle Theft","Number","Crime Index",8
"Stonington","0901173770",2013,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",42.3
"Stonington","0901173770",2013,"Arson","Number","Crime Index",0
"Stonington","0901173770",2013,"Arson","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2014,"Total Crime","Number","Crime Index",339
"Stonington","0901173770",2014,"Total Crime","Rate (per 100,000)","Crime Index",1795
"Stonington","0901173770",2014,"Total Violent Crime","Number","Crime Index",17
"Stonington","0901173770",2014,"Total Violent Crime","Rate (per 100,000)","Crime Index",90
"Stonington","0901173770",2014,"Total Property Crime","Number","Crime Index",322
"Stonington","0901173770",2014,"Total Property Crime","Rate (per 100,000)","Crime Index",1705
"Stonington","0901173770",2014,"Aggravated Assault","Number","Crime Index",9
"Stonington","0901173770",2014,"Aggravated Assault","Rate (per 100,000)","Crime Index",47.7
"Stonington","0901173770",2014,"Murder","Number","Crime Index",0
"Stonington","0901173770",2014,"Murder","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2014,"Rape","Number","Crime Index",1
"Stonington","0901173770",2014,"Rape","Rate (per 100,000)","Crime Index",5.3
"Stonington","0901173770",2014,"Robbery","Number","Crime Index",7
"Stonington","0901173770",2014,"Robbery","Rate (per 100,000)","Crime Index",37.1
"Stonington","0901173770",2014,"Burglary","Number","Crime Index",46
"Stonington","0901173770",2014,"Burglary","Rate (per 100,000)","Crime Index",243.6
"Stonington","0901173770",2014,"Larceny","Number","Crime Index",271
"Stonington","0901173770",2014,"Larceny","Rate (per 100,000)","Crime Index",1434.9
"Stonington","0901173770",2014,"Motor Vehicle Theft","Number","Crime Index",5
"Stonington","0901173770",2014,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",26.5
"Stonington","0901173770",2014,"Arson","Number","Crime Index",2
"Stonington","0901173770",2014,"Arson","Rate (per 100,000)","Crime Index",10.6
"Stonington","0901173770",2015,"Total Crime","Number","Crime Index",288
"Stonington","0901173770",2015,"Total Crime","Rate (per 100,000)","Crime Index",1526.6
"Stonington","0901173770",2015,"Total Violent Crime","Number","Crime Index",19
"Stonington","0901173770",2015,"Total Violent Crime","Rate (per 100,000)","Crime Index",100.7
"Stonington","0901173770",2015,"Total Property Crime","Number","Crime Index",269
"Stonington","0901173770",2015,"Total Property Crime","Rate (per 100,000)","Crime Index",1425.8
"Stonington","0901173770",2015,"Aggravated Assault","Number","Crime Index",10
"Stonington","0901173770",2015,"Aggravated Assault","Rate (per 100,000)","Crime Index",53
"Stonington","0901173770",2015,"Murder","Number","Crime Index",0
"Stonington","0901173770",2015,"Murder","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2015,"Rape","Number","Crime Index",1
"Stonington","0901173770",2015,"Rape","Rate (per 100,000)","Crime Index",5.3
"Stonington","0901173770",2015,"Robbery","Number","Crime Index",8
"Stonington","0901173770",2015,"Robbery","Rate (per 100,000)","Crime Index",42.4
"Stonington","0901173770",2015,"Burglary","Number","Crime Index",42
"Stonington","0901173770",2015,"Burglary","Rate (per 100,000)","Crime Index",222.6
"Stonington","0901173770",2015,"Larceny","Number","Crime Index",223
"Stonington","0901173770",2015,"Larceny","Rate (per 100,000)","Crime Index",1182
"Stonington","0901173770",2015,"Motor Vehicle Theft","Number","Crime Index",4
"Stonington","0901173770",2015,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",21.2
"Stonington","0901173770",2015,"Arson","Number","Crime Index",0
"Stonington","0901173770",2015,"Arson","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2016,"Total Crime","Number","Crime Index",270
"Stonington","0901173770",2016,"Total Crime","Rate (per 100,000)","Crime Index",1434.5
"Stonington","0901173770",2016,"Total Violent Crime","Number","Crime Index",13
"Stonington","0901173770",2016,"Total Violent Crime","Rate (per 100,000)","Crime Index",69.1
"Stonington","0901173770",2016,"Total Property Crime","Number","Crime Index",257
"Stonington","0901173770",2016,"Total Property Crime","Rate (per 100,000)","Crime Index",1365.4
"Stonington","0901173770",2016,"Aggravated Assault","Number","Crime Index",10
"Stonington","0901173770",2016,"Aggravated Assault","Rate (per 100,000)","Crime Index",53.1
"Stonington","0901173770",2016,"Murder","Number","Crime Index",0
"Stonington","0901173770",2016,"Murder","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2016,"Rape","Number","Crime Index",2
"Stonington","0901173770",2016,"Rape","Rate (per 100,000)","Crime Index",10.6
"Stonington","0901173770",2016,"Robbery","Number","Crime Index",1
"Stonington","0901173770",2016,"Robbery","Rate (per 100,000)","Crime Index",5.3
"Stonington","0901173770",2016,"Burglary","Number","Crime Index",56
"Stonington","0901173770",2016,"Burglary","Rate (per 100,000)","Crime Index",297.5
"Stonington","0901173770",2016,"Larceny","Number","Crime Index",193
"Stonington","0901173770",2016,"Larceny","Rate (per 100,000)","Crime Index",1025.4
"Stonington","0901173770",2016,"Motor Vehicle Theft","Number","Crime Index",8
"Stonington","0901173770",2016,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",42.5
"Stonington","0901173770",2016,"Arson","Number","Crime Index",0
"Stonington","0901173770",2016,"Arson","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2017,"Total Crime","Number","Crime Index",259
"Stonington","0901173770",2017,"Total Crime","Rate (per 100,000)","Crime Index",1374.2
"Stonington","0901173770",2017,"Total Violent Crime","Number","Crime Index",17
"Stonington","0901173770",2017,"Total Violent Crime","Rate (per 100,000)","Crime Index",90.2
"Stonington","0901173770",2017,"Total Property Crime","Number","Crime Index",242
"Stonington","0901173770",2017,"Total Property Crime","Rate (per 100,000)","Crime Index",1284
"Stonington","0901173770",2017,"Aggravated Assault","Number","Crime Index",13
"Stonington","0901173770",2017,"Aggravated Assault","Rate (per 100,000)","Crime Index",69
"Stonington","0901173770",2017,"Murder","Number","Crime Index",0
"Stonington","0901173770",2017,"Murder","Rate (per 100,000)","Crime Index",0
"Stonington","0901173770",2017,"Rape","Number","Crime Index",1
"Stonington","0901173770",2017,"Rape","Rate (per 100,000)","Crime Index",5.3
"Stonington","0901173770",2017,"Robbery","Number","Crime Index",3
"Stonington","0901173770",2017,"Robbery","Rate (per 100,000)","Crime Index",15.9
"Stonington","0901173770",2017,"Burglary","Number","Crime Index",36
"Stonington","0901173770",2017,"Burglary","Rate (per 100,000)","Crime Index",191
"Stonington","0901173770",2017,"Larceny","Number","Crime Index",200
"Stonington","0901173770",2017,"Larceny","Rate (per 100,000)","Crime Index",1061.1
"Stonington","0901173770",2017,"Motor Vehicle Theft","Number","Crime Index",6
"Stonington","0901173770",2017,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",31.8
"Stonington","0901173770",2017,"Arson","Number","Crime Index",1
"Stonington","0901173770",2017,"Arson","Rate (per 100,000)","Crime Index",5.3
"Stratford","0900174190",2010,"Total Crime","Number","Crime Index",1494
"Stratford","0900174190",2010,"Total Crime","Rate (per 100,000)","Crime Index",2848.5
"Stratford","0900174190",2010,"Total Violent Crime","Number","Crime Index",148
"Stratford","0900174190",2010,"Total Violent Crime","Rate (per 100,000)","Crime Index",282.2
"Stratford","0900174190",2010,"Total Property Crime","Number","Crime Index",1346
"Stratford","0900174190",2010,"Total Property Crime","Rate (per 100,000)","Crime Index",2566.4
"Stratford","0900174190",2010,"Aggravated Assault","Number","Crime Index",89
"Stratford","0900174190",2010,"Aggravated Assault","Rate (per 100,000)","Crime Index",169.7
"Stratford","0900174190",2010,"Murder","Number","Crime Index",1
"Stratford","0900174190",2010,"Murder","Rate (per 100,000)","Crime Index",1.9
"Stratford","0900174190",2010,"Rape","Number","Crime Index",15
"Stratford","0900174190",2010,"Rape","Rate (per 100,000)","Crime Index",28.6
"Stratford","0900174190",2010,"Robbery","Number","Crime Index",43
"Stratford","0900174190",2010,"Robbery","Rate (per 100,000)","Crime Index",82
"Stratford","0900174190",2010,"Burglary","Number","Crime Index",188
"Stratford","0900174190",2010,"Burglary","Rate (per 100,000)","Crime Index",358.5
"Stratford","0900174190",2010,"Larceny","Number","Crime Index",1038
"Stratford","0900174190",2010,"Larceny","Rate (per 100,000)","Crime Index",1979.1
"Stratford","0900174190",2010,"Motor Vehicle Theft","Number","Crime Index",120
"Stratford","0900174190",2010,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",228.8
"Stratford","0900174190",2010,"Arson","Number","Crime Index",8
"Stratford","0900174190",2010,"Arson","Rate (per 100,000)","Crime Index",15.3
"Stratford","0900174190",2011,"Total Crime","Number","Crime Index",1711
"Stratford","0900174190",2011,"Total Crime","Rate (per 100,000)","Crime Index",3256.3
"Stratford","0900174190",2011,"Total Violent Crime","Number","Crime Index",148
"Stratford","0900174190",2011,"Total Violent Crime","Rate (per 100,000)","Crime Index",281.7
"Stratford","0900174190",2011,"Total Property Crime","Number","Crime Index",1563
"Stratford","0900174190",2011,"Total Property Crime","Rate (per 100,000)","Crime Index",2974.6
"Stratford","0900174190",2011,"Aggravated Assault","Number","Crime Index",80
"Stratford","0900174190",2011,"Aggravated Assault","Rate (per 100,000)","Crime Index",152.3
"Stratford","0900174190",2011,"Murder","Number","Crime Index",1
"Stratford","0900174190",2011,"Murder","Rate (per 100,000)","Crime Index",1.9
"Stratford","0900174190",2011,"Rape","Number","Crime Index",9
"Stratford","0900174190",2011,"Rape","Rate (per 100,000)","Crime Index",17.1
"Stratford","0900174190",2011,"Robbery","Number","Crime Index",58
"Stratford","0900174190",2011,"Robbery","Rate (per 100,000)","Crime Index",110.4
"Stratford","0900174190",2011,"Burglary","Number","Crime Index",310
"Stratford","0900174190",2011,"Burglary","Rate (per 100,000)","Crime Index",590
"Stratford","0900174190",2011,"Larceny","Number","Crime Index",1132
"Stratford","0900174190",2011,"Larceny","Rate (per 100,000)","Crime Index",2154.3
"Stratford","0900174190",2011,"Motor Vehicle Theft","Number","Crime Index",121
"Stratford","0900174190",2011,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",230.3
"Stratford","0900174190",2011,"Arson","Number","Crime Index",7
"Stratford","0900174190",2011,"Arson","Rate (per 100,000)","Crime Index",13.3
"Stratford","0900174190",2012,"Total Crime","Number","Crime Index",1524
"Stratford","0900174190",2012,"Total Crime","Rate (per 100,000)","Crime Index",2892.6
"Stratford","0900174190",2012,"Total Violent Crime","Number","Crime Index",104
"Stratford","0900174190",2012,"Total Violent Crime","Rate (per 100,000)","Crime Index",197.4
"Stratford","0900174190",2012,"Total Property Crime","Number","Crime Index",1420
"Stratford","0900174190",2012,"Total Property Crime","Rate (per 100,000)","Crime Index",2695.2
"Stratford","0900174190",2012,"Aggravated Assault","Number","Crime Index",61
"Stratford","0900174190",2012,"Aggravated Assault","Rate (per 100,000)","Crime Index",115.8
"Stratford","0900174190",2012,"Murder","Number","Crime Index",0
"Stratford","0900174190",2012,"Murder","Rate (per 100,000)","Crime Index",0
"Stratford","0900174190",2012,"Rape","Number","Crime Index",15
"Stratford","0900174190",2012,"Rape","Rate (per 100,000)","Crime Index",28.5
"Stratford","0900174190",2012,"Robbery","Number","Crime Index",28
"Stratford","0900174190",2012,"Robbery","Rate (per 100,000)","Crime Index",53.1
"Stratford","0900174190",2012,"Burglary","Number","Crime Index",245
"Stratford","0900174190",2012,"Burglary","Rate (per 100,000)","Crime Index",465
"Stratford","0900174190",2012,"Larceny","Number","Crime Index",1080
"Stratford","0900174190",2012,"Larceny","Rate (per 100,000)","Crime Index",2049.9
"Stratford","0900174190",2012,"Motor Vehicle Theft","Number","Crime Index",95
"Stratford","0900174190",2012,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",180.3
"Stratford","0900174190",2012,"Arson","Number","Crime Index",8
"Stratford","0900174190",2012,"Arson","Rate (per 100,000)","Crime Index",15.2
"Stratford","0900174190",2013,"Total Crime","Number","Crime Index",1504
"Stratford","0900174190",2013,"Total Crime","Rate (per 100,000)","Crime Index",2851.2
"Stratford","0900174190",2013,"Total Violent Crime","Number","Crime Index",73
"Stratford","0900174190",2013,"Total Violent Crime","Rate (per 100,000)","Crime Index",138.4
"Stratford","0900174190",2013,"Total Property Crime","Number","Crime Index",1431
"Stratford","0900174190",2013,"Total Property Crime","Rate (per 100,000)","Crime Index",2712.8
"Stratford","0900174190",2013,"Aggravated Assault","Number","Crime Index",25
"Stratford","0900174190",2013,"Aggravated Assault","Rate (per 100,000)","Crime Index",47.4
"Stratford","0900174190",2013,"Murder","Number","Crime Index",0
"Stratford","0900174190",2013,"Murder","Rate (per 100,000)","Crime Index",0
"Stratford","0900174190",2013,"Rape","Number","Crime Index",7
"Stratford","0900174190",2013,"Rape","Rate (per 100,000)","Crime Index",13.3
"Stratford","0900174190",2013,"Robbery","Number","Crime Index",41
"Stratford","0900174190",2013,"Robbery","Rate (per 100,000)","Crime Index",77.7
"Stratford","0900174190",2013,"Burglary","Number","Crime Index",251
"Stratford","0900174190",2013,"Burglary","Rate (per 100,000)","Crime Index",475.8
"Stratford","0900174190",2013,"Larceny","Number","Crime Index",1045
"Stratford","0900174190",2013,"Larceny","Rate (per 100,000)","Crime Index",1981.1
"Stratford","0900174190",2013,"Motor Vehicle Theft","Number","Crime Index",135
"Stratford","0900174190",2013,"Motor Vehicle Theft","Rate (per 100,000)","Crime Index",255.9
"Stratford","0900174190",2013,"Arson","Number","Crime Index",2
"Stratford","0900174190",2013,"Arson","Rate (per 100,000)","Crime Index",3.8
"Stratford","0900174190",2014,"Total Crime","Number","Crime Index",1380
"Stratford","0900174190",2014,"Total Crime","Rate (per 100,000)","Crime Index",2618.1
"Stratford","0900174190",2014,"Total Violent Crime","Number","Crime Index",66
"Stratford","0900174190",2014,"Total Violent Crime","Rate (per 100,000)","Crime Index",125.2
"Stratford","0900174190",2014,"Total Property Crime","Number","Crime Index",1314
"Stratford","0900174190",2014,"Total Property Crime","Rate (per 100,000)","Crime Index",2492.9
"Stratford","0900174190",2014,"Aggravated Assault","Number","Crime Index",12
"Stratford","0900174190",2014,"Aggravated Assault","Rate (per 100,000)","Crime Index",22.8
"Stratford","0900174190",2014,"Murder","Number","Crime Index",0
"Stratford","0900174190",2014,"Murder","Rate (per 100,000)","Crime Index",0
"Stratford","0900174190",2014,"Rape","Number","Crime Index",8
"Stratford","0900174190",2014,"Rape","Rate (per 100,000)","Crime Index",15.2
"Stratford","0900174190",2014,"Robbery","Number","Crime Index",46
"Stratford","0900174190",2014,"Robbery","Rate (per 100,000)","Crime Index",87.3
"Stratford","0900174190",2014,"Burglary","Number","Crime Index",225
"Stratford","0900174190",2014,"Burglary","Rate (per 100,000)","Crime Index",426.9
"Stratford","0900174190",2014,"Larceny","Number","Crime Index",964
"Stratford","0900174190",2014,"Larceny","Rate (per 100,000)","Crime Index",1828.9
"Stratford","0900174190",2014,"Motor Vehicle Theft","Number","Crime Index",125
